X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,Total Power
251.1937,33.2794,67.7336,389.5771,557.0316,401.0368,0,68.6505,0,164.5225,440.564,0,566,471.0119,340.3806,287.6353,77.6249,4.2967,333.3434,408.3826,447.2315,566,213.4236,45.6266,496.3646,438.3895,218.9718,273.2282,59.6808,344.2176,205.6742,488.0306,102493.8685,98934.9104,85176.7419,87985.5149,95987.0831,91523.3892,93454.143,93249.9946,83489.3908,81062.9273,100740.2569,85214.3418,106164.0966,97866.9768,93067.9243,84719.8947,1481131.455
566,174.2564,346.0081,140.6629,457.7267,505.3583,156.0095,372.7421,137.6382,293.8528,538.3908,154.9706,318.3877,470.3302,422.7546,244.1122,119.2769,101.6012,566,431.3879,151.5654,566,232.5412,462.9536,377.0663,549.0721,12.4076,49.1351,222.9674,282.0746,352.2646,140.3787,103385.0144,87666.2022,84938.8934,84217.0445,95901.0376,95546.2329,85257.5538,93972.6516,89384.2683,78543.0507,106861.9216,100615.1516,88468.426,96881.4946,91378.2059,89969.2616,1472986.411
499.2449,102.8445,120.1971,75.5682,566,549.3101,0,0,47.9215,423.768,553.9371,234.665,566,431.6682,395.8801,355.805,182.092,268.3579,447.5593,346.5445,298.0996,519.6765,114.1991,190.8223,566,566,88.4731,117.6711,20.7691,153.8851,405.5992,276.3676,98845.785,84554.5503,84998.2578,85130.1738,97146.7847,95652.2538,95397.4836,86918.1719,90415.024,88184.2195,102335.1907,95345.0014,106868.715,91753.6174,91776.2853,91868.6457,1487190.16
406.6532,231.6501,174.4247,0,449.0526,505.2634,0,54.337,89.5317,262.6045,428.1113,95.5452,398.8409,544.3907,393.9757,146.9088,488.9072,0,438.3472,466.1591,278.4911,566,240.3498,144.2912,566,540.1607,120.8496,81.956,47.192,215.4438,421.8516,503.0571,93314.2352,101752.5432,88437.1968,82747.4892,94309.8073,93908.6104,92699.6484,90325.6519,78855.4628,82731.952,98918.3584,94477.7512,107204.754,100721.9002,100705.5186,80448.7647,1481559.644
566,252.3275,0,102.6778,407.5573,485.1207,0,74.2864,0,566,453.7899,10.6735,566,147.3026,388.3089,333.8454,286.4848,54.6194,396.908,416.3406,433.1516,459.8538,146.5858,102.1256,566,365.2327,70.7917,0,3.5114,214.2181,566,164.6317,100917.4763,99484.2463,85152.7585,86990.6786,85815.3628,92836.4688,84694.7848,90972.9891,89584.7154,96442.2923,100820.6137,100254.9022,106461.1007,86911.3643,91933.5914,95998.2579,1495271.603
376.3328,277.6871,41.8678,215.0929,550.213,485.8809,143.48,149.6138,81.5999,370.6348,566,18.424,566,454.2512,247.854,251.1856,290.524,39.9227,371.5907,516.1568,408.9832,529.4218,56.4477,240.9384,566,472.7709,0,240.9768,57.7962,294.6386,332.3267,261.1591,90887.7356,100042.2029,82515.1117,83359.9217,96690.3741,92453.9178,96083.765,89356.5495,86530.1062,85713.8679,107696.4406,86643.1498,100596.5997,100483.1843,82203.1035,91448.8033,1472704.834
566,46.7078,32.1938,170.2438,566,458.3815,124.2707,59.8808,166.1346,521.3672,385.2505,151.9171,519.653,372.1613,393.7096,248.0129,268.1251,0,566,295.4907,452.4743,464.4343,63.3694,173.879,521.2812,407.5535,103.8273,143.4911,74.5711,191.2954,442.9531,380.0099,100062.9642,101069.7952,87872.3627,89315.2214,93694.4353,80031.7365,96302.6267,85223.7364,87705.0614,93967.7605,99734.8126,88658.397,107164.3223,95665.2879,78799.8122,84579.8392,1469848.171
517.8678,260.5645,129.8656,142.7636,356.8989,525.7171,25.5506,1.4369,48.4125,380.6189,566,99.1465,566,417.5176,330.3763,330.8977,247.8161,120.5918,566,387.545,230.7516,566,127.4056,13.2225,434.7175,395.1998,50.1857,80.3146,135.0239,97.4467,566,457.4015,97798.776,92904.0898,84514.0795,88542.2627,88329.1857,95651.2989,84458.891,98850.1173,83461.4115,96636.3474,107076.894,93646.6804,101772.498,97454.2339,90401.135,89465.24,1490963.141
566,234.3649,0,165.0673,367.7248,389.2981,0,77.0887,154.4607,170.6958,566,0,507.7565,324.5944,430.2411,200.7523,188.1863,120.6558,517.669,315.0894,216.1981,495.5318,0,0,535.5521,164.1378,9.813,169.0071,211.5381,169.8397,566,421.4941,104516.3285,93392.1581,85940.1982,91028.17,85504.3585,95745.2675,94006.8564,101171.0052,88185.695,81695.0297,106058.5054,88130.1918,91614.3458,90717.8112,92767.5519,89738.5083,1480211.982
538.8336,272.1715,0,90.3121,288.5016,488.373,0,117.5916,119.3873,281.5354,360.0662,0,566,547.4892,254.7098,285.6585,146.2944,0,297.8472,354.633,177.9572,511.8974,0,257.6977,511.8302,478.3011,57.5239,138.4503,206.0029,295.789,564.2089,396.0742,104203.0028,102643.6225,83883.2546,84461.9018,92885.498,96285.3551,99036.6223,89519.3771,81572.8878,87451.4329,101197.6117,92153.1324,97526.0843,97347.4654,86544.9571,91408.5457,1488120.752
344.6596,279.7954,106.117,0,566,538.1187,0,8.6184,114.4628,429.7325,542.2502,81.8476,492.0752,483.607,388.8446,242.9029,227.1918,105.4885,557.1296,507.8894,184.6109,453.1219,53.8963,123.5185,453.3722,566,77.7339,0,179.8192,245.7897,420.1355,405.1296,84618.0232,96124.9317,86252.03,82664.2794,100562.9367,95816.0485,91771.5364,88505.1522,86231.6106,92999.0702,107214.0414,102714.9158,94203.9443,89600.2204,92159.225,88221.5832,1479659.549
485.6311,371.0946,137.515,0,516.2066,566,64.1616,25.8434,94.1233,389.0444,415.1404,169.4083,566,339.3954,278.7752,0,282.7158,64.3156,480.7326,450.9984,456.9632,540.9793,49.776,126.2714,566,507.3965,163.6198,0,0,266.1359,564.3682,345.052,97974.9564,102080.1006,85593.7162,85561.6352,99462.8707,95349.041,93110.9789,91453.8286,81755.175,88153.0459,99390.6301,101545.4448,106356.7181,92548.222,84566.0086,93001.8587,1497904.231
499.8719,394.5686,36.9216,42.8274,531.0617,556.3543,132.4773,0,0,338.3372,453.8671,65.713,538.9806,231.1763,422.7143,186.9643,119.8007,12.44,566,413.4847,333.8275,422.8149,191.5564,274.5665,526.9676,450.558,48.3259,33.08,85.8993,282.9986,566,182.332,86783.6321,98918.2492,84471.9893,87177.9647,101068.9583,96543.3968,84531.1036,87408.3055,85633.5477,90612.4485,96314.1588,98607.8363,102504.8489,89360.1945,92746.7088,93326.467,1476009.81
390.5763,378.2118,32.9377,93.6559,449.1383,530.5866,140.9949,92.9765,193.5073,456.6811,491.759,86.8985,566,359.7443,387.9639,232.7795,187.3701,52.8518,551.3043,312.1059,354.6772,552.1879,134.7507,221.4073,566,486.7403,90.9263,0,97.644,280.7948,549.4676,243.1397,96126.0875,99053.4057,86331.2244,83943.2372,94172.5692,93681.2984,92499.1092,86278.9668,86996.5797,93306.014,95829.0314,100979.3936,103906.0725,94650.6095,84824.082,85112.3343,1477690.015
447.2524,239.8698,121.1257,0,383.0551,566,0.6559,110.1565,56.6048,359.6958,475.0629,131.0648,445.2241,293.405,499.7569,237.9147,218.5794,138.387,558.3989,461.1963,191.6972,396.7715,0,165.065,566,530.5218,103.1071,52.6892,10.1018,339.6943,566,278.9386,97443.7585,90727.5047,87700.945,89811.3167,90962.713,97052.4213,97596.2737,85734.0167,80378.615,91841.1028,102267.8403,96707.8944,107483.6818,87928.8404,94654.594,85467.8762,1483759.395
566,326.0724,187.7202,88.5834,524.0587,522.4276,68.4864,138.7112,0,260.914,529.0977,144.8791,452.52,443.5038,360.8389,168.5997,292.5411,0,540.5593,440.7016,330.3717,547.7603,115.7486,169.7268,518.5958,557.2865,109.3484,39.8819,0,326.9676,566,328.0801,102178.1878,99130.8001,81165.2395,91486.6533,88704.4235,97747.3737,91156.2776,91060.6599,84133.2971,83736.6911,101336.7134,96138.3122,106884.1495,86610.9717,89465.7629,89745.0598,1480680.573
366.2716,289.2874,67.0281,92.8365,498.1556,566,2.2316,0,153.55,438.4797,467.7591,48.9953,486.3834,225.9578,432.1826,120.3782,171.5441,153.3042,566,361.962,312.2739,546.672,0,50.4602,543.527,427.1275,96.1556,23.3396,17.2252,224.8793,543.3444,157.5026,96217.5961,89629.9765,83613.1408,90658.4656,97579.932,95524.7097,95070.9212,79604.5474,89293.5841,95360.0815,103385.3246,95757.1823,106227.0085,85146.348,89215.4851,83399.2874,1475683.591
500.7456,296.8691,135.5343,0,552.0082,566,46.5005,109.819,205.314,342.4525,465.498,63.5931,479.1791,318.2807,384.7581,199.1107,227.1546,140.8109,436.3469,296.9819,393.2634,566,92.9281,131.5638,566,455.8789,177.895,0,40.1403,351.5153,511.489,260.2447,97158.7907,96013.0962,82376.162,86122.1695,97851.7509,94893.6641,92452.6298,89713.4031,83992.3913,87694.3855,101122.3378,101982.6146,106862.8808,91408.5864,86451.2733,88990.0981,1485086.234
566,278.2151,24.1543,117.8356,539.4952,566,4.9298,180.7767,84.8027,379.0647,566,0,566,318.9515,309.6665,0,217.1078,52.9974,537.7078,405.5738,464.5825,548.3221,131.4549,85.105,493.154,453.5938,109.8211,0,0,157.1369,566,199.0501,99553.1237,100802.7829,82052.5743,90454.8012,99637.4742,94543.8343,90851.1329,89719.673,88079.1022,91092.1709,103771.7347,98325.6012,106536.6577,91149.0427,87573.2566,88007.9371,1502150.9
566,222.8092,77.2029,22.6072,563.3533,526.2311,26.7327,133.9138,146.1853,307.4003,521.9928,0,504.6989,342.0611,386.5865,96.6016,380.2669,39.8355,566,420.4274,455.041,566,67.5735,180.7292,521.3482,392.2677,101.7119,0,26.6539,312.0747,565.5103,226.8598,101214.3723,100379.0003,81574.1276,87824.8413,95450.7819,94788.0865,92301.6691,94389.0056,86345.4503,88541.1195,101137.0797,100620.2662,107803.3031,95544.6776,87081.3375,85551.0283,1500546.147
518.8044,283.5141,0,33.8255,566,566,42.3288,191.8928,132.0482,284.6714,459.0528,0,520.6631,224.5708,293.7766,147.0469,328.1711,46.8045,566,236.7281,440.8933,540.2978,146.6181,195.9305,353.4535,462.674,180.0603,0,30.6398,373.833,515.6635,255.2821,100497.2779,102042.7,87961.7522,84888.4081,97248.8316,94349.7808,92759.8048,94051.5715,82067.3431,85903.417,102590.4683,101625.6997,106272.1877,86355.8337,82956.2042,85869.2646,1487440.545
479.9173,338.2567,3.5984,0,523.5858,552.2263,0.0213,193.3863,149.7542,313.0593,551.3465,38.0195,533.7331,457.9352,307.3163,0,241.9839,102.4543,543.1523,358.3698,460.6629,529.1511,201.2785,23.8905,523.9886,479.195,102.7636,132.9752,0,177.2967,534.8697,255.5843,94767.6593,94532.1996,84412.3838,89858.1914,100066.3051,94756.3153,90778.2373,98548.585,82952.9556,91097.6258,103069.1837,93105.8551,106771.2191,97462.1824,83927.7321,86702.6265,1492809.257
526.6487,355.0387,28.6881,0,511.753,538.1493,71.6793,54.7877,112.4617,425.3432,499.2853,87.1608,535.4709,415.1024,391.3044,135.9899,162.3456,22.8479,566,445.2684,414.2281,552.414,242.5225,129.3716,550.3822,424.9978,49.8579,83.3216,0,180.4199,506.7786,282.636,99852.3815,96968.0396,82418.4226,89810.0541,98808.5164,94406.9234,87697.1269,89036.7823,86843.6626,89934.596,97477.0201,96475.1782,107254.263,93267.9939,88306.7244,89521.3665,1488079.052
452.2747,378.081,90.5456,17.1505,469.7552,566,177.1159,142.9381,188.5585,192.7754,566,12.7054,492.9799,345.3275,457.9563,0,295.6652,16.0745,529.9889,368.5915,364.5422,544.5999,206.0887,66.423,504.3042,421.659,60.4212,12.6958,0,158.5677,548.1362,208.1411,99134.2972,96568.9387,82181.956,89266.3023,95486.2366,96797.986,89498.9248,93743.4826,86545.6991,88397.4974,101211.3235,97413.7288,104232.0856,97452.8337,88909.2354,90249.367,1497089.895
482.6609,345.4803,0,0,449.2805,515.9693,22.9478,105.1303,161.9419,316.2523,566,55.2798,533.7191,358.8532,356.8465,0,329.1152,0,566,242.9083,484.8447,526.7829,115.2889,40.1477,524.236,366.0888,174.8067,0,85.8254,212.9817,552.372,298.9554,98251.7932,104635.8189,86252.1539,91508.0911,90403.4679,94111.236,89547.6587,94133.4005,86809.6995,90797.5164,99708.8953,97247.5827,106365.8363,95000.5647,85485.7737,84765.4663,1495024.955
469.8125,245.8051,0,0,509.942,524.6178,117.3667,127.3526,155.1804,318.2494,484.4112,97.2851,523.8102,329.3238,378.9272,98.5471,290.4078,0,564.208,331.1393,390.6362,566,190.2386,53.7701,509.0296,417.1924,102.1093,10.6038,0,182.3253,541.2973,294.0205,99310.3607,101847.4431,87484.0592,84872.052,96474.2633,95403.0792,90870.3438,87379.4426,85659.2457,90324.0541,102454.5871,94600.0946,106390.6131,95444.9716,88423.1612,91382.7221,1498320.493
504.1191,309.4375,0,35.6981,505.95,566,0,130.1097,207.991,277.4712,566,26.2957,566,331.9481,368.5677,107.1374,268.3053,39.107,533.0665,400.7004,439.339,545.9507,195.7869,14.6061,544.9097,417.7577,129.8502,0,26.7259,114.9415,538.3148,322.8797,98204.5374,101158.3656,85647.9606,85820.1989,100089.6625,95895.5411,94051.9521,96042.7564,85236.1015,92116.5453,102786.1859,94277.3371,106392.9222,92367.9308,88059.7089,90368.8283,1508516.535
566,367.5042,31.1434,8.2006,516.246,566,46.696,150.8503,88.6614,337.1413,521.3187,0,566,390.6814,415.7804,14.7163,244.788,24.6217,547.122,435.3938,451.8112,566,146.3668,0,507.2206,460.3375,153.348,0,43.8798,78.1898,531.6199,212.5714,96498.9413,102319.975,80848.034,90353.2728,99134.6513,95686.4914,91031.296,97883.0033,86133.7429,90673.751,100399.8025,95257.1065,106166.0887,91653.771,87208.5459,91060.894,1502309.367
506.7478,406.9944,0,0.4593,505.8191,541.8784,26.8946,73.8321,109.6994,308.5877,524.0891,0,519.4555,417.4439,289.9333,85.1983,325.2742,41.8741,564.6226,388.3595,449.394,563.4303,175.6338,105.3176,566,505.1733,173.2982,0,27.4024,129.6645,566,247.4426,99073.2013,100408.9368,83634.2118,91018.5261,98619.7061,96225.9381,89887.4266,92613.3245,84030.1543,91182.6643,99190.2439,100799.2298,106312.2255,94616.8498,87694.0197,89532.1927,1504838.851
559.7551,339.5324,80.493,39.8446,566,566,0,156.2245,143.0974,204.5163,566,46.3502,566,399.3584,445.2867,71.4958,346.437,34.4627,528.8691,424.3494,480.0595,565.2416,259.1963,29.1685,541.6548,457.6032,145.2762,0,47.7475,133.8805,551.8719,278.0163,99442.9892,101862.5131,78293.0956,87981.0214,99542.1271,95338.9155,89205.4731,95253.7685,81592.8835,88391.3471,101481.172,96087.0182,106422.4193,92085.6836,87170.5093,93443.5501,1493594.487
539.1926,301.2566,43.2182,0,507.9983,566,0,165.352,91.289,330.4889,552.6235,12.9181,499.627,383.3535,317.3254,27.3097,322.1767,40.6924,524.2085,396.8474,402.1249,566,129.4005,27.3322,505.538,386.5154,130.1539,0,14.3073,82.4783,532.2868,252.027,98966.6845,95457.5216,78336.6553,89064.5129,96344.8869,96335.5035,92229.8673,94278.71,86117.8408,89173.9877,101016.2373,95641.8564,107570.3939,93556.4786,89870.3954,91739.5048,1495701.037
486.7933,336.8917,27.9477,2.5794,494.0046,566,40.0564,97.5866,97.7875,320.9018,520.741,0,561.0256,404.7305,314.6352,38.4508,214.9081,27.7054,533.7746,427.4043,463.9321,541.8521,183.226,0,553.9748,413.3362,126.055,0,41.417,148.277,529.8583,294.8347,95818.3885,101772.1391,82373.722,90095.5915,98269.0368,95507.8997,93554.7093,97873.8837,83700.6,92866.3597,101397.8616,93225.4901,105953.9701,89540.3797,88426.8441,91181.7784,1501558.654
566,344.1764,38.5055,55.1683,500.0883,540.5913,0,234.4517,116.3352,310.5522,535.1764,2.6117,566,381.0217,342.8857,0,290.1411,31.5235,566,417.0166,409.0328,523.3305,90.133,8.642,561.3093,448.7965,152.7241,0,0,109.6258,566,285.1448,97955.8264,100734.1887,82460.4083,87951.5846,99138.2331,96670.8656,90759.312,97019.1814,86576.9351,90503.1714,100744.2692,96605.143,106581.2295,92839.0265,89601.408,92832.6597,1508973.443
536.8601,354.6134,36.0359,57.4558,563.9632,475.9147,21.7195,109.4409,155.071,307.7873,536.9982,14.0922,538.901,460.6524,283.6497,65.7712,232.73,40.4903,561.8609,390.6294,473.2247,566,191.2976,4.4455,566,430.9287,130.2711,0,6.8816,138.7321,566,240.4096,95491.4053,99294.5888,84108.7377,90623.35,99325.3127,93984.3048,91780.3856,97252.798,84988.9543,93571.4308,102052.5177,93284.4457,106759.2607,91248.4494,88385.3796,88667.7504,1500819.072
476.2321,356.2128,36.9312,56.307,466.5866,566,44.9526,156.7928,102.4761,277.4549,489.9909,24.4852,527.2275,514.48,339.7414,33.9143,250.7975,50.1518,553.55,436.9713,466.6264,553.398,200.2718,0,537.4911,445.3229,161.2094,0,9.8208,86.4614,566,331.4539,97195.4341,95765.1736,80551.5169,87674.6057,98241.768,96883.7444,94542.0115,98501.8488,84812.4763,92319.7908,97205.0832,94210.8238,106902.6174,101710.2185,87706.2942,92656.7616,1506880.169
526.1813,369.4166,0,79.7536,509.9924,549.2369,20.91,136.7264,140.1227,279.4433,523.2245,0,490.9348,439.1691,312.6845,61.8295,206.2756,30.5864,566,363.8443,389.2635,566,104.5637,33.1293,548.1264,402.3897,120.3229,2.6263,0,105.5146,560.2655,269.0029,95245.0958,98413.5348,86786.5468,87802.2618,99005.7925,96787.2428,88138.3845,94534.135,89186.0418,90853.1385,100259.6705,96278.1425,107491.3538,92297.1128,90751.5409,93258.2193,1507088.214
537.6621,334.5915,0,26.1541,501.851,552.6327,37.082,152.4036,131.0979,308.1201,566,0,546.7347,479.4655,315.8287,35.3643,287.4431,0,566,438.7778,461.8844,547.0219,164.2686,0,478.0581,396.5002,123.0787,0,14.0513,60.8212,566,267.4307,98547.7056,98788.0805,87456.0781,85614.262,98860.667,95217.7267,93970.5883,96644.012,85659.01,92377.845,98338.7018,94539.9274,107365.715,93444.894,88265.7635,91767.7736,1506858.75
503.6074,321.0916,0,42.0262,472.2642,566,59.4723,164.6811,156.0688,339.919,566,0,524.7995,422.2298,274.1439,12.5247,268.9467,18.9497,534.59,457.9646,443.9852,566,153.9427,11.2099,492.6194,325.7152,146.727,34.4599,0,45.785,545.6155,244.4633,98259.511,96266.6659,84068.312,87256.5991,97035.7271,96104.0834,90445.5449,96181.4643,86754.7448,92904.5263,100065.5942,93907.9312,107627.1194,96044.5311,88500.4239,90194.0395,1501616.818
498.0036,435.3156,13.3805,64.3322,497.4029,532.4282,28.3679,146.6834,124.4987,287.266,539.5152,71.2124,539.8182,434.1351,324.8673,21.2187,264.9709,6.7072,566,442.016,500.7261,566,210.4827,48.3626,526.3772,378.3335,121.3375,21.2331,13.8258,129.6408,548.817,271.8458,97126.8363,100267.6676,84422.4307,89294.976,99007.5561,94199.4559,93890.4641,93363.5736,85990.952,94762.5954,100295.8983,93491.6657,105286.2555,93631.8464,86589.1088,88890.562,1500511.845
529.6328,412.3636,26.4165,94.5411,507.9255,514.5849,21.6258,189.9043,132.5426,279.2058,566,28.3229,566,418.5463,318.0874,19.1428,298.6709,0,565.3937,406.361,482.1745,563.2616,177.7247,0.4173,557.0548,386.0665,95.9416,0,0,126.9653,546.9803,252.8117,98786.805,99869.0613,84235.0257,87806.0256,99209.0481,94374.9952,95325.7837,97720.5199,87506.7603,93323.3462,101301.948,94916.3154,106513.0776,94111.2733,87595.6006,91130.1251,1513725.711
539.1293,367.2969,0,23.2049,542.9156,566,8.2281,169.0571,128.3387,318.7128,565.698,12.6681,566,394.708,328.4183,4.5346,306.7881,11.0062,566,386.3348,458.9507,545.9669,176.8845,34.5491,533.7277,341.3253,67.4421,17.3187,11.365,103.6046,566,273.1481,99418.1853,100310.9711,86048.364,89252.2783,99272.3676,95143.1764,93858.6292,94836.1474,88268.255,92871.0488,99194.1109,95057.6461,107935.3478,92521.1511,89433.2419,91047.8009,1514468.722
519.917,372.9007,29.5627,44.9428,539.0243,560.6968,4.3639,115.8331,177.5834,299.6302,546.8213,0,536.0606,412.3302,306.1985,28.9076,294.6659,0,526.774,437.0317,481.6877,530.5205,183.1491,2.9793,553.8665,377.2121,141.8275,0,0,80.3623,566,300.1458,98877.1311,102459.8325,84892.4389,88358.6941,97806.2252,93672.7685,94340.4368,97252.0171,84760.9497,93111.4224,100345.6545,94112.7676,106290.7845,93517.8084,88161.0039,90957.2909,1508917.226
525.164,348.147,45.2057,44.2013,529.5557,553.6281,41.363,168.8415,142.4071,306.6843,553.2267,33.6297,563.0765,392.5181,276.8012,29.9192,259.6717,0,551.1867,396.4613,459.0692,532.7209,155.3712,12.301,551.0194,455.9283,121.1708,24.4553,1.6731,112.9966,527.6979,270.4387,97623.5368,101938.7563,82379.3254,89541.9997,100522.8806,95012.6455,92571.8258,96269.9649,83271.7676,90931.9248,102045.1393,92308.561,106576.7368,94054.0555,87362.0577,92743.0964,1505154.274
535.0134,386.0651,19.1503,42.1708,553.5567,561.3252,30.6375,187.6998,145.6385,314.2605,561.6905,37.8233,566,393.1466,293.8263,33.0477,272.4229,5.9444,547.329,441.9069,459.9401,566,159.849,0,513.9145,388.716,130.9579,28.8172,3.3938,144.6501,566,276.0839,97797.4679,101120.1196,84229.5123,87819.7375,98310.9134,96768.8199,92798.3259,98924.6079,86104.196,92884.7971,102188.9848,93040.7502,106580.2644,94552.8107,88582.6309,91841.8911,1513545.83
527.8224,398.7903,0,35.2663,554.0587,544.8389,18.6763,174.3747,107.8137,323.5057,551.8445,0,566,409.7294,286.6169,17.269,264.4053,0,535.1071,394.0304,437.7056,530.5201,130.9725,35.3393,540.181,396.6438,155.1838,11.2374,32.4712,133.9406,566,280.2166,97127.6345,102628.2991,84337.2678,88648.3918,98615.8835,95967.1428,91356.3306,96000.4212,86452.8953,92519.211,100224.3709,96252.8509,105228.349,95035.8871,90021.7161,90921.1266,1511337.778
562.8899,403.2374,34.4281,58.8451,544.2581,563.7619,0,219.2806,120.8106,330.5819,563.5526,12.4828,559.3924,391.6262,330.9405,28.9901,245.5543,0,502.4915,407.0876,417.842,566,144.9409,45.84,559.6826,399.6148,138.9593,0,4.2544,147.9418,557.7682,277.4022,97584.5806,101524.7085,85479.273,89136.4555,98118.8825,97293.6879,92892.09,95141.7323,84951.0162,92540.5825,102149.6698,96856.9274,106202.2972,93369.6987,90153.6238,92063.2655,1515458.491
540.5172,410.9811,0,27.7529,559.4733,553.6977,21.6891,217.0613,138.2422,343.3235,562.7302,26.8193,566,376.4074,306.965,26.1794,279.5558,0.144,538.2246,383.9959,445.6944,547.9092,195.0282,47.1149,552.7215,392.755,141.742,0,3.8545,135.091,539.1728,306.9758,98196.3844,101829.2608,84768.1789,87215.7898,97980.6186,95917.15,92421.1308,94669.375,85995.5717,92673.594,101858.4987,97450.7122,106220.8727,94769.2039,89568.2232,91816.9739,1513351.539
513.2473,425.1535,2.3269,8.1194,554.6129,532.6206,23.1687,212.397,161.6269,353.0237,553.7228,2.2438,566,395.4808,299.1409,13.0485,315.3796,32.7626,566,400.483,443.9703,564.6988,156.5425,29.137,565.8418,383.9768,136.2826,8.8694,6.6235,152.4648,566,272.9122,98509.1398,99559.5374,85422.8754,89692.9515,96893.6271,96035.9985,92611.2962,97649.1882,86273.6309,91349.2706,101534.2974,97205.2186,106772.8922,94309.6195,90299.9068,91108.1277,1515227.578
538.6914,428.4286,24.1706,46.2951,560.1609,551.0343,0,207.932,129.3529,315.7566,565.4123,12.1054,563.4762,388.964,303.17,43.3866,255.7191,8.6581,566,460.0486,438.5532,566,188.912,10.0014,544.4887,402.3177,139.6193,2.9318,0,151.1193,564.244,247.641,97282.4688,100572.0551,84126.7658,89601.1911,98410.2571,97770.4502,91805.9307,98578.7901,86843.397,93055.038,101426.8142,96320.2184,106516.5361,93300.0312,90563.0933,88228.3645,1514401.402
544.4856,373.7578,0,26.9507,554.0963,540.0046,28.3812,212.9147,167.7316,305.2349,559.5118,0,560.6766,406.845,318.9257,24.9364,286.4018,23.3023,543.7761,442.7855,438.5221,549.7276,157.3024,0,527.797,411.0594,125.2025,0,0,110.3743,551.2648,290.5047,98336.7968,100258.4992,84745.5521,87512.9217,99325.5266,97037.8235,92702.253,97775.0245,85172.1908,92054.4877,101537.706,95639.3481,106727.0709,93008.0259,88860.1571,92640.1242,1513333.508
519.3558,426.7552,13.8381,19.2316,537.0173,545.8404,4.2045,196.9043,121.3438,335.6843,566,3.701,566,413.5876,308.2774,22.0716,263.9259,0,521.4112,414.6116,443.3047,551.4686,171.8791,6.8891,526.5046,411.7231,150.2141,1.3162,1.3122,128.1344,560.2214,262.4797,97495.054,101215.9289,83670.4793,89887.2763,98714.249,96415.9818,94971.2583,98266.4122,84851.7167,92899.6842,100785.6902,95809.2569,106138.3323,95727.6196,89679.5362,90185.5102,1516713.986
465.6507,297.3594,340.4757,72.2143,51.9362,373.4434,488.1506,475.456,429.9579,220.2626,205.6935,502.5719,369.267,139.9147,428.8881,14.089,321.8283,71.2309,413.2777,137.005,87.3561,343.0354,275.9115,461.6223,249.7154,230.9122,29.2061,381.5229,59.1361,121.9773,1.4657,157.0106,85560.6173,91038.603,76551.5929,76619.8361,88157.989,76286.9275,96839.1981,89091.3757,91343.2796,83739.857,95799.2137,89906.1148,98726.8046,88488.7183,107000.2079,74918.0976,1410068.433
423.0526,365.4073,566,211.7295,0,477.7389,177.5552,289.9599,447.3213,264.1199,566,566,0,178.8045,198.0063,69.0173,211.2985,552.5412,377.1183,60.1674,47.8826,132.0558,479.7382,431.1617,0,566,264.9464,562.9141,274.8597,134.6899,566,253.5841,95191.5776,88982.6638,97004.2385,99297.6471,95906.7535,104113.795,84316.3231,92367.2648,106802.0452,80643.5866,99397.4475,96656.3228,84545.5987,91475.9719,77009.7617,92119.0569,1485830.055
241.2832,0,353.4179,5.6806,410.0688,566,460.7144,544.7537,169.2871,0,258.6279,138.6048,0,461.8257,379.0444,0,0,495.7245,471.2394,323.8129,324.2841,192.8047,234.4663,566,485.0093,232.2275,336.5233,566,0,383.9707,203.9245,439.9703,106659.8606,77975.686,89762.8661,87659.4231,95891.7464,105708.0145,94149.2303,96053.1032,84179.011,93125.4162,89225.2662,83510.2189,100602.9178,93990.7564,94500.5741,84580.5057,1477574.596
533.7892,221.5802,566,0,260.0564,121.7367,45.0795,432.288,454.968,203.3781,566,297.1982,0,361.0576,0,0,566,331.828,0,140.8506,451.9284,235.5558,566,428.8547,318.1303,566,303.0862,566,374.8502,0,0,483.4118,96149.6573,91110.8452,106477.2757,99159.6801,88938.6821,95263.2821,79502.5245,96920.2058,95675.9285,82694.2661,103622.0432,89358.339,87911.1246,101858.1717,102406.2293,85587.7013,1502635.957
108.7606,0,353.3782,125.8182,413.7518,418.6063,291.6131,270.8648,566,539.2506,0,227.3314,566,418.3961,0,566,223.8091,299.4921,0,496.9927,155.4007,0,566,421.7198,162.0235,492.5144,0,494.2262,106.792,566,515.4024,0,94368.2439,93854.4012,92246.2167,81878.8266,88670.4684,98339.5461,83586.2627,95243.5794,94734.5901,99457.2958,97140.9609,87237.7872,101556.9394,91337.4487,82075.5597,106563.9007,1488292.027
566,276.6282,476.8169,529.4924,0,108.0273,482.5744,566,341.9963,203.0196,225.1772,359.8106,258.1534,200.3287,183.3609,396.2055,432.3747,431.1369,264.565,219.3078,0,0,566,566,449.8953,490.7468,566,566,0,0,186.0037,21.1167,98634.5688,87854.6631,90667.601,100991.9694,91469.254,91301.0741,85541.0983,95599.38,90331.7316,81127.8553,78735.033,82644.673,99392.3586,92290.5141,92187.0581,105806.5916,1464575.424
